id,value
id_166,-0.3644716055250399
id_167,16.254816409201354
id_168,63.60895828166092
id_169,13.855152178183106
id_170,63.515497706190544
id_171,39.252162607754435
id_172,26.996986047921673
id_173,20.32227043250312
id_174,61.221777790398775
id_175,25.05069280758357
id_176,21.007770133710252
id_177,37.324470648549266
id_178,12.395056336532395
id_179,31.268653626325126
id_180,16.83608144119552
id_181,11.690087225823742
id_182,55.72383398127604
id_183,46.32948933762309
id_184,15.711985668386617
id_185,35.295347986902485
id_186,26.194408200965988
id_187,68.53533239158956
id_188,9.966633250972547
id_189,57.807393849988664
id_190,38.16559149244261
id_191,15.46513203081416
id_192,29.02416692198213
id_193,0.1486459286673707
id_194,19.065087558947507
id_195,0.9304455376091525
id_196,33.740704698266036
id_197,10.44847949200623
id_198,18.89715185398522
id_199,60.03254846577956
id_200,25.15969569572966
id_201,25.57250429691445
id_202,64.53290018579659
id_203,10.354549215843221
id_204,9.207701157354752
id_205,11.245442315000187
id_206,7.345311416662241
id_207,1.7040115585579407
id_208,124.13481045975088
id_209,20.75021581324365
id_210,16.420023850864933
id_211,13.96284657081462
id_212,36.27772181983333
id_213,35.926281859014296
id_214,18.966031062997367
id_215,34.9845314265837
id_216,78.60506434431136
id_217,0.518434381246589
id_218,12.95566770946521
id_219,31.736047400434693
id_220,14.922580276671738
id_221,12.862296021200141
id_222,113.31419125870046
id_223,12.980929883954143
id_224,16.454745055456215
id_225,64.28711666025286
id_226,16.105367667921193
id_227,19.62489732382386
id_228,10.069278193056594
id_229,3.7182471139545505
id_230,46.40366806942519
id_231,12.567903796719314
id_232,53.7109986886007
id_233,42.36557764499637
id_234,25.58093420602305
id_235,40.739020549924014
id_236,69.05465877225497
id_237,42.274939846678734
id_238,11.15709712331262
id_239,18.30358975506985
